projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
43024-013,A,B,A,PRC,East Asia,China,C,C,100,96.91150485,2011,2019,7.02,0.74,,,168.52,142.36,False,Transportation,Urban roads and traffic management,"WUS,ENE",Urban water supply; Energy utility services,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
43025-013,A,C,A,PRC,East Asia,China,C,C,100,98.49900539,2011,2019,5.51,2.61,,,229.6,204.5,False,Water,Other urban services,"ENE,TRA",Energy utility services; Urban roads and traffic management,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43031-013,A,C,A,PRC,East Asia,China,C,C,150,148.812756,2012,2019,5.56,0.91,65.4,,393.32,315.65,False,Transportation,Water transport (non-urban),na,na,highly successful,highly relevant,highly effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,PVR,2021,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
43207-013,C,C,C,PHI,Southeast Asia,Philippines,C,C,405,29.3066,2012,2019,5.55,1.45,105,7.48,504,33.07,False,Energy,Energy efficiency and conservation,Transportation,Transport policies and institutional development,less than successful,less than relevant,ineffective,inefficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,less than relevant,ineffective,inefficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2022,less than successful,less than relevant,ineffective,inefficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
43332-013,C,C,C,PRC,East Asia,China,C,C,1000,962.7567286,2009,2018,6.55,1.86,,,3238.5,3151.51,False,Transportation,Rail transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
43456-023,B,C,B,KGZ,Central and West Asia,Kyrgyz Republic,A,A,44.8,42.7198471,2010,2019,3.76,4.53,,,56,46.59,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2021,less than successful,relevant,less than effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
44011-013,B,C,C,PRC,East Asia,China,C,C,150,132.9824535,2012,2019,5.76,1.42,,,352.8,348.82,False,Energy,Energy utility services,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2022,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
44012-013,FI,FI,FI,PRC,East Asia,China,C,C,103.654546,103.3687693,2011,2019,5.55,1.92,3.65,3.37,583.25,623.77,True,Energy,Energy efficiency and conservation,na,na,highly successful,highly relevant,effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
44013-013,B,C,B,PRC,East Asia,China,C,C,100,100,2012,2018,5.34,0.44,,,166.12,154.01,False,Energy,Energy utility services,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2020,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
44058-013,B,C,B,NEP,South Asia,Nepal,A,A,22.52,10.50628626,2010,2019,4.94,4.45,2.52,1.0216,30.42,12.38,False,Transportation,Urban  roads and traffic management,na,na,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2020,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
44427-013,B,B,A,IND,South Asia,India,B,B,300,246.9544457,2012,2019,5.55,1.47,,,428.1,384.88,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
44431-013,B,C,B,IND,South Asia,India,B,B,100,65.61664451,2011,2017,3.55,2.61,,,133.69,85.57,False,Energy,Renewable energy generation - solar,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
44469-013,B,C,B,FSM,Pacific,"Micronesia, Federated States of",A,B,9.04,8.67382205,2013,2019,4.53,1.65,,,11.16,10.19,False,Energy,Renewable energy generation - wind,na,na,successful,highly relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory
45030-002,B,C,B,PRC,East Asia,China,C,C,80,76.5313723,2013,2019,5.33,0.72,,,232.4,277.1,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory
45067-005,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,100,99.99999999,2011,2018,5.01,2.25,,,176,193.78,True,Transportation,Rail transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
45120-003,B,C,B,UZB,Central and West Asia,Uzbekistan,B,B,110,0.72891139,2013,2017,5.86,-2.08,,,310,2.754,False,Energy,Renewable energy generation - solar,na,na,less than successful,relevant,ineffective,less than efficient,unlikely sustainable,unsatisfactory ,less than satisfactory,satisfactory,less than successful,relevant,ineffective,less than efficient,unlikely sustainable,unsatisfactory,unsatisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,ineffective,less than efficient,unlikely sustainable,unsatisfactory,unsatisfactory,satisfactory
45224-003,B,C,B,IND,South Asia,India,B,B,150,121.832347,2013,2019,3.19,2.51,88,71.62,276.9,232.04,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
45303-001,B,C,B,CAM,Southeast Asia,Cambodia,A,A,6.11,5.7069,2013,2018,2.45,3.17,6.11,6.072,10.916,10.4,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2020,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory
46014-002,B,C,B,SOL,Pacific,Solomon Islands,A,A,12,0.34568911,2014,2018,7.89,-3.46,,,15,0.43,False,Energy,Renewable energy generation - small hydropower,na,na,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,satisfactory,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2020,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,less than satisfactory,less than satisfactory,satisfactory
46058-002,B,B,B,PRC,East Asia,China,C,C,150,123.3029,2013,2018,4.5,,75.58,57,322.26,258.77,False,Energy,Renewable energy generation - solar,na,na,successful,highly relevant,less than effective,less than efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,PVR,2023,less than successful,relevant,less than effective,less than efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
46390-003,B,C,C,MYA,Southeast Asia,Myanmar,A,A,60,53.0797222,2013,2019,5.07,0.23,,,73.7,65.492,False,Energy,Electricity transmission and distribution,na,na,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,satisfactory,PVR,2021,successful,relevant,effective,highly efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory
46455-002,B,C,C,NAU,Pacific,Nauru,A,A,9.436,8.99002067,2014,2018,2.9,1.06,7.436,6.99002067,10.64,12.76,True,Energy,Energy utility services; Electricity transmission and distribution,na,na,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,satisfactory,PVR,2020,successful,relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory
47015-001,B,C,C,PAK,Central and West Asia,Pakistan,B,B,1100,1093.146567,2014,2017,3.19,,,,400,400,False,Energy,Energy sector development and institutional reform,na,na,successful,highly relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2022,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
47101-002,B,C,C,IND,South Asia,India,B,B,50,39.11460116,2014,2019,4.97,0.22,,,62,42.79,False,Energy,Conventional energy generation,na,na,successful,relevant,effective,highly efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2023,successful,relevant,less than effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory
47270-001,B,C,B,IND,South Asia,India,B,B,350,298.904948,2014,2019,3.95,0.41,,,500,419.13,False,Transportation,Road transport (non-urban),na,na,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
