id,regionname,countryshortname,status,last_stage_reached_name,project_name,sector1,sector2,pdo,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,supplementprojectflg,proj_last_upd_date,projectfinancialtype
P145657,Western and Central Africa,Mauritania,Closed,BANK APPROVED,Senegal Banda Gas to Power Guarantee,Energy and Extractives,Oil and Gas,"This PRG is linked to the Mauritania Gas to Power PRG, which is under preparation. The overall value of the PRG is estimated at $104m for Mauritania, Senegal and Mali, of which the Senegal part would be approximately $51m, to cover the share of gas payments to Tullow Oil corresponding to energy exports to Senelec.This PRG is linked to the Mauritania Gas to Power PRG, which is under preparation. The overall value of the PRG is estimated at $104m for Mauritania, Senegal and Mali, of which the Senegal part would be approximately $51m, to cover the share of gas payments to Tullow Oil corresponding to energy exports to Senelec.",5/29/14,2014,,2018,5/29/14,,5/11/18,99000000,0,1,0,99000000,99000000,,,,,Investment Project Financing,Not Available,Not Available,Y,12/19/24,IDA
P145664,Western and Central Africa,Mauritania,Closed,BANK APPROVED,Banda Gas to Power Guarantee,Energy and Extractives,Oil and Gas,"The Gas To Power Project will use natural gas dicovered offshore of Maritania for a power station to be built near Nouakchott. The power will be sold to SOMELEC in Mauritania, SENELEC in Senegal and EDM in Mali using the existing OMVS regional grid.A PRG is required to guarantee gas payments to the procucer Tullow Oil estimated at $104m. Government of Mali needs to provide a counter-guarantee to cover the proportion of the energy that will be exported to EDM estimated at $17m (equivalent to IDA allocation of $4.25m given 1:4 leverage for IDA PRGs).The Gas To Power Project will use natural gas dicovered offshore of Maritania for a power station to be built near Nouakchott. The power will be sold to SOMELEC in Mauritania, SENELEC in Senegal and EDM in Mali using the existing OMVS regional grid.A PRG is required to guarantee gas payments to the procucer Tullow Oil estimated at $104m. Government of Mali needs to provide a counter-guarantee to cover the proportion of the energy that will be exported to EDM estimated at $17m (equivalent to IDA allocation of $4.25m given 1:4 leverage for IDA PRGs).",5/29/14,2014,,2018,5/29/14,,5/11/18,32000000,0,1,0,32000000,32000000,,,,,Investment Project Financing,Not Available,Not Available,Y,12/19/24,IDA
P145948,Other,World,Closed,BANK APPROVED,Road Traffic Safety Research in Low and Middle Income Countries Project,Transportation,Rural and Inter-Urban Roads," The objectives of the research grant is outlined as follows:a. Gain evidence-based knowledge through research:As laid out in the strategic plan, GRSF and the Bank emphasizes the importance of Research and Development in helping LMICs with capacity development. Of particular interest is the development of data management system and evidence-based knowledgebase for road safety topics in the LMICs.It is expected that with the seed funding provided through the grant, the facility will foster regional-level research activities focused on the keys regions which involve on-going projects within the GRSF. Besides collecting surveillance data, the initiative will also focus on identifying interventions and research analyses in the local regions.b. Research topics aligned with the scope of GRSF activities :The scope of projects funded through the research grant will be expected to be aligned with the overall facility goals as described in the strategic plan document.  These goals follow from the five pillars of road safety as per The Decade Plan of Action created under the auspices of the United Nations Road Safety Collaboration (UNRSC).It will be highly expected that the topics of interest selected for the grant funded projects must involve a balanced mix of activities as represented by the five pillars described below:Pillar 1:  Road Safety Management: strengthening institutional and operational capacity to achieve national road safety objectives; supporting stronger governance and policing;Pillar 2:  Safer Roads and Mobility: improving the planning, design, construction and operation of road networks to ensure safety for all users; encouraging investment in sustainablemodes of transport;Pillar 3:  Safer Vehicles: promoting crashworthiness and empowering consumers with safety information; accelerating introduction and use of proven safety technologies;Pillar 4:  Safer Road Users: putting vulnerable road users, like pedestrians and cyclists, first in policy development; promoting use of seat belts and crash helmets; tackling drink driving; setting and enforcing effective speed limits; improving driver training;Pillar 5:  Post-Crash Response: improving emergency response and trauma care; supporting rehabilitation and care of road injury victims, providing advice, support and legal redress for victims and their families; encouraging third party insurance schemes to finance rehabilitationc. Promote capacity development and dissemination of knowledge:One of the core programs of the facility during 2012-2015 is Capacity Building in the LMICs.  To facilitate this program, the facility and the Bank has developed its own appraisal tool for Road Safety Management Capacity Review.  The review guides the process of shifting from weak to strong institutional management capacity by working with client governments to identify systematic gaps and prioritize investment areas in order to build up activities which advance the development of the lead agency.In this context, one of the objectives for the grant initiative is to develop strong liaisons between the regional research community and the relevant stakeholders in the road safety environment.  The overall goal would be to engage in the development of the researchers so that they are well positioned to actively influence road safety initiatives and capacity building in their respective countries.  Through appropriate dissemination of knowledge to the local government and national agencies, the facility expects to leverage additional investment in road safety activity.The results from this research initiative follow from the objectives which will include the following:1. Insight into the road safety management and capacity development issues in LMIC in the form of evidence-based knowledge2. Fostering colloboration and interaction between researchers in regional academic institutes with the local stakeholders in road safety management.",6/13/13,2013,,2016,6/13/13,,2/4/16,355000,0,1,0,355000,355000,,,355000,355000,Investment Project Financing,C,Not Applicable,N,,Grants
P146055,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",Closed,BANK APPROVED,Mocha Wind Park Project,Energy and Extractives,Renewable Energy Wind,The development objective of the Project is to increase the supply of cost-effective renewable wind electricity.,10/17/13,2014,2014,2017,3/7/14,8/21/14,1/17/17,124000000,20000000,0.86,0.14,144000000,144000000,0,20000000,105000000,125000000,Investment Project Financing,B,Not Applicable,N,10/18/22,Other
P146065,"Middle East, North Africa, Afghanistan, and Pakistan",West Bank and Gaza,Closed,BANK APPROVED,North Gaza Emergency Sewage Treatment Project - Third Additional Financing,"Water, Sanitation and Waste Management",Sanitation,The project objectives are to: (i) mitigate the immediate gathering health and environmental safety threats to the communities surrounding the effluent lake at BLWTP; and (ii) Provide a satisfactory long-term solution to the treatment of wastewater for the Northern Government in Gaza.,4/14/14,2014,,2018,4/14/14,,6/30/18,10572500,0,1,0,10572500,10572500,,,10572500,10572500,Investment Project Financing,A,Not Applicable,Y,11/14/22,Other
P146125,Europe and Central Asia,Azerbaijan,Closed,BANK APPROVED,Rail Trade and Transport Facilitation AF,Transportation,Railways,"The main project objective is to improve railway services in Azerbaijan, as well as the competitiveness, financial sustainability, operating and cost efficiency, and capacity of the Azerbaijan Railways (ADDY) in particular along the transport corridor toward Georgia (east-west corridor).   The project will support the implementation of the first phase of the Government Program covering components, which are most time-sensitive and will most rapidly lead to cash flow generation.  The project will focus on: (i) maintaining and growing the railway business (increase revenue from US$219 million today to about US$283 million by 2015) by providing the profitable freight market segment with proper service, infrastructure and locomotive capacity; (ii) transforming the Azeri Railways into a financially self-sustainable operation in freight transportation, covering all its costs (including infrastructure maintenance and traction) from revenues, while improving its operational efficiency; and (iii) improving the transparency of the Railway sector by introducing International Financial Reporting Standards (IFRS) and profit centers  (passenger/freight) and by separating on an accounting basis passenger service that could be self-sustained from others.   Other parts of the Government Program are expected to be covered through separate projects once the proper financial and technical due diligence has been completed.",6/27/13,2013,,2017,6/27/13,,12/31/17,0,220000000,0,1,220000000,220000000,220000000,0,0,220000000,Specific Investment Loan,B,Not Applicable,Y,5/16/23,IBRD
P146938,Eastern and Southern Africa,Mozambique,Closed,BANK APPROVED,Water Services and Institutional Support Project,"Water, Sanitation and Waste Management",Water Supply,,2/21/14,2014,,2015,2/21/14,,10/31/15,3800000,0,1,0,3800000,3800000,,,3800000,3800000,Investment Project Financing,B,Not Applicable,Y,5/1/14,Grants
P146966,Western and Central Africa,Liberia,Closed,BANK APPROVED,Emergency Monrovia Urban Sanitation 2AF,"Water, Sanitation and Waste Management",Waste Management,To increase access to solid waste collection service in Monrovia,6/1/14,2014,2014,2016,8/25/14,9/23/14,12/30/16,16670000,0,1,0,16670000,16670000,,,7000000,7000000,Investment Project Financing,B,Not Applicable,Y,8/5/24,Grants
P147659,Eastern and Southern Africa,Zambia,Closed,BANK APPROVED,Support for Development of MIS and Single Registry of Beneficiaries,"Water, Sanitation and Waste Management",Water Supply, To support Government of Zambia to strengthen its social protection system by developing a policy framework and building management information systems and a single registry of a beneficiary to allow robust identification of beneficiaries. ,2/24/14,2014,,2016,2/20/14,,9/30/16,1000000,0,1,0,1000000,1000000,,,1000000,1000000,Investment Project Financing,C,Not Applicable,N,1/17/24,Grants
P147893,East Asia and Pacific,Indonesia,Closed,BANK APPROVED,Urban Transport Corridor Development in Surabaya - RETF,Transportation,Urban Transport,"The objective of the Project is to provide technical assistance to the Recipient to conduct a feasibility study to support the development of a mass rapid transit system in Surabaya, which aims: (I) to facilitate improvements in accessibility and mobility in Surabaya, and; (ii) to strengthen the capacity for integrated urban transport planning and management in the territory of the Recipient,particularly for implementing agencies such as the Directorate for Transport of Bappenas and the City of Surabaya.",2/28/14,2014,,2016,3/26/14,,9/30/16,1250000,0,1,0,1250000,1250000,,,1250000,1250000,Investment Project Financing,C,Not Applicable,N,8/15/24,Grants
