projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance,year_for_plr,totalcost_initial_adj1_plr,include,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,adb_funding_ratio,totalcost_initial_adj,totalcost_final_adj,project_size
41614-023,B,B,B,IND,South Asia,India,B,B,60.3,44.20483187,2009,2018,4.26,4.09,,,95.0,64.56,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2009,337.21,True,560.53,2018,220.48,225.78,0.6347368421052632,560.53,225.78,major
41614-033,B,C,B,IND,South Asia,India,B,B,89.7,63.12139006,2010,2018,3.16,4.72,,,152.6,77.41,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2010,476.36,True,716.42,2018,264.36,270.72,0.5878112712975099,716.42,270.72,major
41614-035,B,C,B,IND,South Asia,India,B,B,50.0,29.9612388,2011,2018,3.16,3.18,,,73.0,34.54,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2011,224.98,True,311.18,2018,117.96,120.8,0.684931506849315,311.18,120.8,small
41614-036,B,C,B,IND,South Asia,India,B,B,50.2,37.08,2014,2019,4.6,0.48,,,68.17,45.06,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2022,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2014,227.76,True,266.0,2019,157.84,157.84,0.7363943083467801,266.0,157.84,small
41627-023,A,B,A,IND,South Asia,India,B,B,209.1,192.82,2008,2017,5.68,3.48,,,294.1,466.0,True,Energy,Large hydropower generation,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2023,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,1076.63,True,1915.63,2017,1468.35,1562.08,0.7109826589595375,1915.63,1562.08,mega
42039-034,B,C,A,VIE,Southeast Asia,Viet Nam,C,B,120.5,87.34031956,2011,2017,4.01,1.75,,,155.77,112.9,False,Energy,Electricity transmission and distribution,na,na,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2022,successful,less than relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,2011,461.99,True,602.64,2017,350.21,371.71,0.7735764267830776,602.64,371.71,major
42051-023,B,C,C,PAK,Central and West Asia,Pakistan,B,B,85.0,44.4032841,2009,2019,2.86,6.64,25.0,16.57,110.0,69.4,False,Energy,Energy efficiency and conservation,na,na,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,unsatisfactory,less than satisfactory,satisfactory,PVR,2022,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,unsatisfactory,less than satisfactory,2009,431.09,True,871.92,2019,251.44,251.44,0.7727272727272727,871.92,251.44,major
42094-032,B,C,B,AFG,Central and West Asia,Afghanistan,A,A,81.5,81.445016,2009,2019,4.58,5.25,,,86.5,84.371,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,less than effective,less than efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,300.55,True,459.07,2019,438.92,438.92,0.9421965317919075,459.07,438.92,small
42107-023,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,455.0,334.3990246,2010,2018,5.19,2.53,,,552.0,390.68,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,1733.21,True,7397.92,2018,1751.57,2059.43,0.8242753623188406,7397.92,2059.43,mega
42145-023,B,C,C,ARM,Central and West Asia,Armenia,C,B,60.0,57.062,2009,2018,4.73,3.65,,,70.0,69.62,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,na,na,na,na,na,na,na,na,na,PPER,2020,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,169.05,True,227.94,2018,213.66,215.94,0.8571428571428571,227.94,215.94,small
42171-013,B,C,A,BAN,South Asia,Bangladesh,B,B,75.0,66.03970361,2011,2019,7.05,1.5,183.96,138.64,360.88,322.03,False,Water,Urban water supply,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2011,1097.79,True,1750.67,2019,914.34,914.34,0.20782531589448017,1750.67,914.34,mega
42182-013,B,A,B,VIE,Southeast Asia,Viet Nam,C,B,154.0,141.3880679,2009,2019,8.76,1.15,3.0,1.83,201.02,197.17,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2009,653.42,True,1159.83,2019,632.0,632.0,0.7660929260770072,1159.83,632.0,mega
42252-022,B,C,B,BHU,South Asia,Bhutan,A,A,21.59,21.02959122,2010,2019,5.18,3.28,,,24.91,24.14,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,74.11,True,114.99,2019,87.12,87.12,0.8667201926936973,114.99,87.12,small
42378-015,B,C,B,BAN,South Asia,Bangladesh,B,B,185.0,179.607871,2012,2019,6.05,0.98,183.0,5.36,400.0,322.28,False,Energy,Energy efficiency and conservation,na,na,less than successful,less than relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,less than successful,less than relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2021,less than successful,less than relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,2012,1333.93,True,1966.68,2019,915.05,915.05,0.4625,1966.68,915.05,mega
42391-013,B,C,B,VAN,Pacific,Vanuatu,A,A,38.87,31.88431055,2011,2019,7.05,0.98,31.0,27.5,39.1,34.9,False,Transportation,Urban roads and traffic management,Water,Urban sewerage,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2011,34.8,True,43.69,2019,36.07,36.07,0.9941176470588234,43.69,36.07,small
42401-015,B,C,B,AZE,Central and West Asia,Azerbaijan,C,C,250.0,249.97,2016,2019,2.95,0.5,,,325.0,304.29,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2016,1217.35,True,1583.76,2019,1055.85,1055.85,0.7692307692307693,1583.76,1055.85,mega
42408-013,B,C,B,AZE,Central and West Asia,Azerbaijan,C,C,150.0,149.0241657,2013,2018,4.49,0.53,,,198.08,186.26,False,Water,Urban water supply; Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2013,434.31,True,582.77,2018,600.58,599.25,0.7572697899838449,582.77,599.25,major
42408-023,B,C,B,AZE,Central and West Asia,Azerbaijan,C,B,75.0,74.2017932,2009,2017,3.71,4.36,,,105.93,97.14,False,Water,Urban sewerage,na,na,successful,highly relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2009,304.83,True,599.13,2017,335.32,375.34,0.7080147267063155,599.13,375.34,major
42408-033,B,C,B,AZE,Central and West Asia,Azerbaijan,C,B,300.0,299.7105338,2011,2018,5.53,0.84,,,410.0,378.22,False,Water,Urban sewerage,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2011,844.23,True,1169.86,2018,1219.53,1216.83,0.7317073170731707,1169.86,1216.83,mega
42489-023,B,C,B,UZB,Central and West Asia,Uzbekistan,B,B,60.0,56.72906893,2009,2019,5.73,3.53,,,75.0,68.0,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2020,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,299.62,True,1782.35,2019,284.61,284.61,0.8,1782.35,284.61,mega
42489-053,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,42.0,38.48569136,2013,2019,4.35,1.08,,,52.5,40.75,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2013,136.75,True,371.35,2019,170.56,170.56,0.8,371.35,170.56,small
42489-053,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,42.0,38.48569136,2013,2019,4.35,1.08,,,52.5,40.75,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2013,136.75,True,371.35,2019,170.56,170.56,0.8,371.35,170.56,small
42513-013,B,C,A,IND,South Asia,India,B,B,315.0,263.1920474,2010,2019,4.59,3.82,,,462.75,429.03,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,1444.54,True,2172.51,2019,1502.85,1502.85,0.6807131280388979,2172.51,1502.85,mega
43024-013,A,B,A,PRC,East Asia,China,C,C,100.0,96.91150485,2011,2019,7.02,0.74,,,168.52,142.36,False,Transportation,Urban roads and traffic management,"WUS,ENE",Urban water supply; Energy utility services,successful,highly relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,2011,308.95,True,362.98,2019,242.26,242.26,0.5934013766911939,362.98,242.26,small
43025-013,A,C,A,PRC,East Asia,China,C,C,100.0,98.49900539,2011,2019,5.51,2.61,,,229.6,204.5,False,Water,Other urban services,"ENE,TRA",Energy utility services; Urban roads and traffic management,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2021,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2011,420.93,True,494.54,2019,348.01,348.01,0.4355400696864112,494.54,348.01,small
43031-013,A,C,A,PRC,East Asia,China,C,C,150.0,148.812756,2012,2019,5.56,0.91,65.4,,393.32,315.65,False,Transportation,Water transport (non-urban),na,na,highly successful,highly relevant,highly effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,less than satisfactory,PVR,2021,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,2012,701.29,True,804.58,2019,537.15,537.15,0.3813688599613546,804.58,537.15,major
