projectid_head,projectid1,projectid2,projectid3,projectid4,countrycode,countryname,region,countryclassification_current,countryclassification_at_approval,projectname,modality,mode_of_fin_assistance,modality_financing,funding_source,approved_amount_usd_m,disbursed_amonut_usd_m,committed_amount_usd_m,approvaldate,approvalyear,loangisnged,loaneffective_initial,loaneffective_final,closingdate_initial,closingdate_final,cofin_approval_usd_m,cofin_act_usd_m,totalcost_initial,totalcost_final,sector1,sector1a,sector2,sector2a,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
43151,43151-023,,,,UZB,Uzbekistan,Central and West Asia,B,B,Talimarjan Power Project,Project,Project loan,,ADF,10,2.12267483,9.89778432,4/20/10,2010,6/16/17,6/15/10,7/23/10,12/31/15,3/26/20,,,,,Energy,Energy efficiency and conservation,na,na,-,-,-,-,-,-,-,-
43200,43200-024,,,,PNG,Papua New Guinea,Pacific,B,B,"Bridge Replacement for Improved Rural Access
Sector Project",Project,Sector loan,Sector loan,OCR/COL,90,84.06,88.35967996,9/28/11,2011,11/24/11,2/22/12,3/21/12,6/30/17,6/30/20,0,0,100,89.77,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
43200,43200-024,,,,PNG,Papua New Guinea,Pacific,B,B,"Bridge Replacement for Improved Rural Access
Sector Project",Project,Sector loan,,OCR,40,39.98,40,9/28/11,2011,11/24/11,2/22/12,3/21/12,6/30/17,6/30/20,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43200,43200-024,,,,PNG,Papua New Guinea,Pacific,B,B,"Bridge Replacement for Improved Rural Access
Sector Project",Project,Sector loan,,COL,50,44.08,48.35967996,9/28/11,2011,11/24/11,2/22/12,3/21/12,6/30/17,6/30/20,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43207,43207-013,,,,PHI,Philippines,Southeast Asia,C,C,Market Transformation through Introduction of Energy-Efficient Electric Vehicles Project,Project,Project loan,Project loan,OCR/Clean Technology Fund,405,29.3066,405,12/11/12,2012,9/27/13,12/26/13,12/13/13,6/30/18,12/12/19,105,7.48,504,33.07,Energy,Energy efficiency and conservation,TRA,Transport policies and institutional development,less than successful,less than relevant,ineffective,inefficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
43207,43207-013,,,,PHI,Philippines,Southeast Asia,C,C,Market Transformation through Introduction of Energy-Efficient Electric Vehicles Project,Project,Project loan,,OCR,300,21.8203,300,12/11/12,2012,9/27/13,12/26/13,12/13/13,6/30/18,10/28/19,,,,,Energy,Energy efficiency and conservation,TRA,Transport policies and institutional development,-,-,-,-,-,-,-,-
43207,43207-013,,,,PHI,Philippines,Southeast Asia,C,C,Market Transformation through Introduction of Energy-Efficient Electric Vehicles Project,Project,Project loan,,Clean Technology Fund,100,7.4122,100,12/11/12,2012,9/27/13,12/26/13,12/13/13,6/30/18,10/8/19,100,7.41,,,Energy,Energy efficiency and conservation,TRA,Transport policies and institutional development,-,-,-,-,-,-,-,-
43207,43207-013,,,,PHI,Philippines,Southeast Asia,C,C,Market Transformation through Introduction of Energy-Efficient Electric Vehicles Project,Project,Project grant,,Clean Technology Fund,5,0.0741,5,12/11/12,2012,9/27/13,12/26/13,12/13/13,6/30/18,12/12/19,5,0.07,,,Energy,Energy efficiency and conservation,TRA,Transport policies and institutional development,-,-,-,-,-,-,-,-
43309,43309-013,,,,CAM,Cambodia,Southeast Asia,A,A,Provincial Roads Improvement Project,Project,Project loan,Project loan,COL/Strategic Climate Fund,75,65.27290197,73.5802771,12/16/11,2011,2/21/12,8/2/12,8/2/12,12/31/18,12/16/20,17,16,79.68,76.56,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
43309,43309-013,,,,CAM,Cambodia,Southeast Asia,A,A,Provincial Roads Improvement Project,Project,Project loan,,COL,52,43.67301831,50.75211056,12/16/11,2011,2/21/12,8/2/12,8/2/12,9/30/17,12/16/20,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43309,43309-013,,,,CAM,Cambodia,Southeast Asia,A,A,Provincial Roads Improvement Project- Additional financing,Project,Project loan,,COL,6,5.59756234,5.82816654,10/18/16,2016,11/17/16,12/6/16,12/6/16,12/31/18,12/16/20,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43309,43309-013,,,,CAM,Cambodia,Southeast Asia,A,A,Provincial Roads Improvement Project,Project,Project loan,,Strategic Climate Fund,10,9.08291308,10,1/2/11,2011,2/21/12,8/2/12,8/2/12,9/30/17,12/16/20,10,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43309,43309-013,,,,CAM,Cambodia,Southeast Asia,A,A,Provincial Roads Improvement Project,Project,Project loan,,Strategic Climate Fund,7,6.91940824,7,12/16/11,2011,2/21/12,8/2/12,8/2/12,9/30/17,12/16/20,7,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43319,43319-022,,,,LAO,Lao People's Democratic Republic,Southeast Asia,A,A,Greater Mekong Subregion East–West Economic Corridor Towns Development Project,Project,Project grant,Project grant,ADF/COL/UFPF-UEIF,41.468,39.32168096,41.748641,11/6/12,2012,11/16/20,3/4/13,1/15/13,6/30/19,5/19/22,0.64,0.64,47.73,45.59,Water,"Other urban services; Urban sewerage; Urban flood protection; Urban policy, institutional and capacity development; Urban solid waste management",na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43319,43319-022,,,,LAO,Lao People's Democratic Republic,Southeast Asia,A,A,Greater Mekong Subregion East–West Economic Corridor Towns Development Project,Project,Project grant,,COL,26.6,24.46365213,26.878641,11/6/12,2012,11/16/20,3/4/13,1/15/13,6/30/19,5/19/22,,,,,Water,"Other urban services; Urban sewerage; Urban flood protection; Urban policy, institutional and capacity development; Urban solid waste management",na,na,-,-,-,-,-,-,-,-
43319,43319-022,,,,LAO,Lao People's Democratic Republic,Southeast Asia,A,A,Greater Mekong Subregion East–West Economic Corridor Towns Development Project,Project,Project grant,,ADF,14.23,14.22002883,14.23,11/6/12,2012,12/4/12,3/4/13,1/15/13,6/30/19,5/19/22,,,,,Water,"Other urban services; Urban sewerage; Urban flood protection; Urban policy, institutional and capacity development; Urban solid waste management",na,na,-,-,-,-,-,-,-,-
43319,43319-022,,,,LAO,Lao People's Democratic Republic,Southeast Asia,A,A,Greater Mekong Subregion East–West Economic Corridor Towns Development Project,Project,Project grant,,Urban Environmental Infrastructure Fund under the Urban Financing Partnership Facility,0.638,0.638,0.64,11/6/12,2012,12/4/12,3/4/13,1/15/13,6/30/19,5/19/22,0.638,0.638,47.73,45.59,Water,"Other urban services; Urban sewerage; Urban flood protection; Urban policy, institutional and capacity development; Urban solid waste management",na,na,-,-,-,-,-,-,-,-
43332,43332-013,,,,PRC,China,East Asia,C,C,Railway Energy Efficiency and Safety Enhancement Investment Program (Multitranche Financing Facility and the Tranches),Project,MFF - Facility,MFF - Facility,OCR,1000,962.7567286,1000,12/15/09,2009,6/8/10,,10/26/10,6/30/16,5/9/18,0,0,3238.5,3151.51,Transportation,Rail transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
43332,43332-023,,,,PRC,China,East Asia,C,C,Railway Energy Efficiency and Safety Enhancement Investment Program (Tranche 1),Project,MFF-Tranche (Loan),,OCR,300,294.6228017,300,12/15/09,2009,6/8/10,,10/26/10,6/30/16,5/9/18,,,,,Transportation,Rail transport (non-urban),na,na,-,-,-,-,-,-,-,-
43332,43332-033,,,,PRC,China,East Asia,C,C,Railway Energy Efficiency and Safety Enhancement Investment Program (Tranche 2),Project,MFF-Tranche (Loan),,OCR,100,99.59321917,100,12/14/10,2010,3/11/11,,6/10/11,6/30/17,6/4/19,,,,,Transportation,Rail transport (non-urban),na,na,-,-,-,-,-,-,-,-
43332,43332-043,,,,PRC,China,East Asia,C,C,Railway Energy Efficiency and Safety Enhancement Investment Program (Tranche 3),Project,MFF-Tranche (Loan),,OCR,250,238.4765134,250,7/20/11,2011,10/25/11,,2/15/12,6/30/17,12/30/19,,,,,Transportation,Rail transport (non-urban),na,na,-,-,-,-,-,-,-,-
43332,43332-053,,,,PRC,China,East Asia,C,C,Railway Energy Efficiency and Safety Enhancement Investment Program (Tranche 4),Project,MFF-Tranche (Loan),,OCR,180,177.7428425,180,12/4/13,2013,5/30/14,,9/10/14,6/30/19,12/24/19,,,,,Transportation,Rail transport (non-urban),na,na,-,-,-,-,-,-,-,-
43332,43332-054,,,,PRC,China,East Asia,C,C,Railway Energy Efficiency and Safety Enhancement Investment Program (Tranche 5),Project,MFF-Tranche (Loan),,OCR,170,152.3213519,170,2/7/14,2014,5/30/14,,9/10/14,6/30/19,12/24/19,,,,,Transportation,Rail transport (non-urban),na,na,-,-,-,-,-,-,-,-
43381,43381-012,,,,SOL,Solomon Islands,Pacific,A,A,Second Road Improvement (Sector) Project,Project,Sector grant,,ADF,15,14.99997011,15,11/12/09,2009,12/1/09,2/28/10,3/10/10,3/31/12,3/16/15,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43381,43381-022,,,,SOL,Solomon Islands,Pacific,A,A,Second Road Improvement (Sector) Project,Project,Sector grant,,European Union,3.34,3.10408646,3.34,11/12/09,2009,11/15/12,2/13/13,12/4/12,3/31/12,3/16/15,3.34,3.10408646,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43381,43381-042,43381-054,,,SOL,Solomon Islands,Pacific,A,A,Second Road Improvement (Sector) Project (supplementary AUS),Project,Sector grant,,Government of Australia,0.279982,2.24742496,0.25155,5/20/10,2010,8/2/10,10/31/10,8/20/10,3/31/12,3/16/15,0.279982,2.24742496,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43381,43381-052,,,,SOL,Solomon Islands,Pacific,A,A,Second Road Improvement (Sector) Project (supplementary NZL),Project,Sector grant,,Government of New Zealand,0.358012,0.32725879,0.345522,5/20/10,2010,8/2/10,10/31/10,8/20/10,3/31/12,3/16/15,0.358012,0.32725879,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43381,43381-053,,,,SOL,Solomon Islands,Pacific,A,A,Second Road Improvement (Sector) Project (additional financing),Project,Sector grant,,Government of Australia,8.768,8.70428315,8.768,11/12/09,2009,8/2/10,10/31/10,8/20/10,3/31/13,3/16/15,8.768,8.70428315,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
43393,43393-023,,,,VIE,Viet Nam,Southeast Asia,C,B,"Ho Chi Minh City Third Ring Road Technical
Assistance Project",Project,TA loan,TA loan,COL,12.58,1.99813674,11.8166925,2/26/15,2015,5/4/15,8/2/15,11/4/15,12/31/17,12/17/18,0,0,13.21,2.19,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
43405,43405-023,,,,GEO,Georgia,Central and West Asia,C,B,Urban Services Improvement Investment Program – Tranche 1,Project,MFF-Tranche (Loan),MFF - tranche,COL,80,70.64181491,83.29477576,4/12/11,2011,5/10/11,6/9/11,6/15/11,9/30/16,9/21/21,0,0,105,82.47,Water,"Urban water supply; Urban policy, institutional and capacity development",na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43405,43405-024,,,,GEO,Georgia,Central and West Asia,C,B,Urban Services Improvement Investment Program – Tranche 2,Project,MFF-Tranche (Loan),MFF - tranche,COL,40,33.6500648,38.92353894,11/23/11,2011,12/1/11,12/31/11,12/19/11,6/30/17,9/21/21,0,0,46,39.29,Water,"Urban sewerage, Urban water supply",na,na,less than successful,relevant,less than effective,inefficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43439,43439-013,43439-023,43439-033,,KAZ,Kazakhstan,Central and West Asia,C,C,Central Asia Regional Economic Cooperation Corridor 2 (Mangystau Oblast Sections) Investment Program (Multitranche Financing Facility and Project 2),Project,MFF - Facility,MFF - Facility,OCR,371.3,306.2175978,371.3,12/13/12,2012,7/18/14,9/16/13,1/16/14,10/31/17,1/14/21,0,0,417.2,343.2,Transportation,Road transport (non-urban),na,na,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43439,43439-033,,,,KAZ,Kazakhstan,Central and West Asia,C,C,Central Asia Regional Economic Cooperation Corridor 2 (Mangystau Oblast Sections) Investment Program (Project 2),Project,MFF-Tranche (Loan),,OCR,371.3,306.2175978,371.3,12/13/12,2012,3/19/13,9/16/13,1/16/14,10/31/17,1/14/21,0,0,417.2,343.2,Transportation,Road transport (non-urban),na,na,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43456,43456-023,,,,KGZ,Kyrgyz Republic,Central and West Asia,A,A,Power Sector Improvement Project,Project,Project loan/grant,Project loan/grant,COL/ADF,44.8,42.7198471,45.0181862,9/27/10,2010,12/8/10,2/6/11,6/15/11,6/30/14,1/9/19,0,0,56,46.59,Energy,Electricity transmission and distribution,na,na,less than successful,relevant,less than effective,less than efficient,likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
43456,43456-023,,,,KGZ,Kyrgyz Republic,Central and West Asia,A,A,Power Sector Improvement Project,Project,Project loan,,COL,16.7,15.49675867,16.9181862,9/27/10,2010,12/8/10,2/6/11,6/15/11,6/30/14,1/9/19,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
43456,43456-023,,,,KGZ,Kyrgyz Republic,Central and West Asia,A,A,Power Sector Improvement Project,Project,Project grant,,ADF,28.1,27.22308843,28.1,9/27/10,2010,12/8/10,2/6/11,6/15/11,6/30/14,1/9/19,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
43467,43467-014,43467-016,,,IND,India,South Asia,B,B,Madhya Pradesh Energy Efficiency Improvement Investment Program (Tranche 2 and Multitranche Financing Facility),Project,MFF - Facility,MFF - Facility,OCR,200,149.01,200,12/14/11,2011,2/27/12,5/27/12,5/9/12,2/28/15,10/28/20,0,0,298.3,187.51,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43467,43467-014,43467-015,,,IND,India,South Asia,B,B,Madhya Pradesh Energy Efficiency Improvement Investment Program (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,200,146.0737753,200,7/15/11,2011,1/24/17,11/17/11,10/19/11,2/28/15,10/12/20,0,0,292.66,222.89,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
43467,43467-016,,,,IND,India,South Asia,B,B,Madhya Pradesh Energy Efficiency Improvement Investment Program (Tranche 2),Project,MFF-Tranche (Loan),,OCR,200,149.01,200,12/14/11,2011,2/27/12,5/27/12,5/9/12,2/28/15,10/28/20,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
43574,43574-025,,,,IND,India,South Asia,B,B,Uttar Pradesh Major District Roads Improvement Project,Project,Project loan,Project loan,OCR,300,195,300,4/14/16,2016,6/27/17,9/5/17,9/12/17,9/30/21,10/29/21,0,0,428,282.23,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
43576,43576-013,,,,SRI,Sri Lanka,South Asia,B,B,Clean Energy and Network Efficiency Improvement Project,Project,Project loan,Project loan,COL/OCR/Clean Energy Fund under the Clean Energy Financing Partnership Facility,131.5,115.5697376,131.7097344,9/18/12,2012,5/8/13,8/8/13,9/30/13,6/30/17,3/24/20,1.5,0.98,200,133.91,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
43576,43576-013,,,,SRI,Sri Lanka,South Asia,B,B,Clean Energy and Network Efficiency Improvement Project,Project,Project loan,,OCR,100,90.50405551,100,9/18/12,2012,5/8/13,8/8/13,9/30/13,6/30/17,3/24/20,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
43576,43576-013,,,,SRI,Sri Lanka,South Asia,B,B,Clean Energy and Network Efficiency Improvement Project,Project,Project loan,,COL,30,24.08558769,30.20973436,9/18/12,2012,5/8/13,8/8/13,9/30/13,6/30/17,3/24/20,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
43576,43576-013,,,,SRI,Sri Lanka,South Asia,B,B,Clean Energy and Network Efficiency Improvement Project,Project,Project grant,,Clean Energy Fund under the Clean Energy Financing Partnership Facility (CEF-CEFPF),1.5,0.98009442,1.5,9/18/12,2012,5/8/13,,9/30/13,6/30/17,3/24/20,1.5,0.98,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
44007,44007-013,,,,PRC,China,East Asia,C,C,Jiangxi Fuzhou Urban Integrated Infrastructure Improvement Project,Project,Project loan,Project loan,OCR/GEF,102.5463,93.20585388,102.5463,10/12/12,2012,9/1/15,6/17/13,6/24/13,6/30/18,12/28/20,0,2.49,226.46,199.59,Transportation,Urban roads and traffic management/Urban public transport,"ANR,WUS","Water-based natural resources management; Urban policy, institutional and capacity development",less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
44007,44007-013,,,,PRC,China,East Asia,C,C,Jiangxi Fuzhou Urban Integrated Infrastructure Improvement Project,Project,Project loan,,OCR,100,90.7200104,100,10/12/12,2012,9/12/14,6/17/13,6/24/13,6/30/18,12/28/20,,,,,Transportation,Urban roads and traffic management,"ANR,WUS","Water-based natural resources management; Urban policy, institutional and capacity development",-,-,-,-,-,-,-,-
44007,44007-013,,,,PRC,China,East Asia,C,C,Jiangxi Fuzhou Urban Integrated Infrastructure Improvement Project,Project,Project loan,,GEF,2.5463,2.48584348,2.5463,5/14/14,2014,9/12/14,9/2/15,7/9/15,6/30/18,12/28/20,0,2.49,,,Transportation,Urban public transport,"ANR,WUS","Water-based natural resources management; Urban policy, institutional and capacity development",-,-,-,-,-,-,-,-
44011,44011-013,,,,PRC,China,East Asia,C,C,Heilongjiang Energy Efficient District Heating Project,Project,Project loan,Project loan,OCR,150,132.9824535,150,9/25/12,2012,2/26/13,5/27/13,4/24/13,6/30/18,11/29/19,0,0,352.8,348.82,Energy,Energy utility services,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
44012,44012-013,,,,PRC,China,East Asia,C,C,Hebei Energy Efficiency Improvement and Emission Reduction Project,Project,DFI,DFI,OCR/Global Environment Facility Grant,103.654546,103.3687693,103.654546,12/14/11,2011,3/6/12,6/4/12,6/20/12,6/30/17,5/31/19,3.65,3.37,583.25,623.77,Energy,Energy efficiency and conservation,na,na,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory
44012,44012-013,,,,PRC,China,East Asia,C,C,Hebei Energy Efficiency Improvement and Emission Reduction Project,Project,DFI,,OCR,100,100,100,12/14/11,2011,3/6/12,6/4/12,6/20/12,6/30/17,6/30/17,,,,,Energy,Energy efficiency and conservation,na,na,-,-,-,-,-,-,-,-
